lat,lon,flood_heig,elevation,precipitat
14.66700502,121.0736255,0,71.04712677,12
14.67367919,120.9817158,0,14.06965637,9
14.64971225,121.1164345,0,27.64129829,14
14.55717885,121.0840175,0,6.53900528,11
14.54496125,121.1158661,0,5.951792717,13
14.52026732,121.0749712,0,5.687270641,9
14.51937411,121.0729005,0,6.218855381,9
14.64700126,121.0338387,0,36.92848206,9
14.62797617,121.0821239,0,12.46658134,11
14.62800213,121.08214,0,12.46658134,11
14.62729621,121.0810993,0,11.18562984,11
14.6462435,121.0580725,0,60.24240494,9
14.57662799,121.059588,0,43.9188652,9
14.57818551,121.0612617,0,42.41624069,9
14.59202228,121.1064032,0,10.85653877,12
14.64085611,121.1016879,0,14.59558487,13
14.55582368,121.0861847,0,6.56633234,11
14.69973452,121.1060426,0,38.57157516,16
14.70059586,121.106284,0,33.96656418,16
14.70063737,121.1057476,0,37.78498077,16
14.56336268,121.0654137,0,16.55270767,9
14.664063,121.0688362,0,68.48417664,11
14.57420603,121.0010353,0,7.007454395,7
14.61340326,120.9942815,0,7.53836298,8
14.42858768,121.0101817,0,35.55623627,8
14.42872535,121.0101495,0,35.32164383,8
14.49015137,120.9858534,0,7.319550991,6
14.53578852,121.0605348,0,6.428440571,9
14.53582747,121.0605133,0,6.428440571,9
14.53721911,121.0598884,0,6.584527493,9
14.6576251,120.9734032,0,14.03080082,9
14.58231807,120.9844861,0,10.0827713,8
14.57782852,121.032579,0,5.643910408,8
14.59991824,120.999249,0,7.400753021,8
14.60009993,120.9989969,0,7.400753021,8
14.57829454,121.0346863,0,9.66927433,8
14.57813879,121.0326586,0,5.643910408,8
14.57783631,121.033153,0,6.829003811,8
14.57792457,121.0336089,0,6.829003811,8
14.37034167,121.0542343,0,9.440653801,11
14.60051912,120.9966741,0,7.576384068,8
14.657755,120.9485029,0,6.063254356,9
14.69149523,121.123108,0,17.1396637,17
14.63501272,121.0067593,0,15.32969093,8
14.70836282,120.9384916,0,2.56843996,10
14.70822792,120.9382234,0,2.56843996,9
14.7080982,120.9379659,0,2.56843996,9
14.61926146,120.9654923,0,6.741461754,8
14.61699829,120.975041,0,7.337886333,8
14.53430285,120.9982596,0,7.593818665,7
14.53429506,120.9982649,0,7.593818665,7
14.75409159,120.9463342,0,5.655780792,11
14.70891599,120.9436068,0,3.204022646,10
14.56513322,121.0035934,0,6.823701859,7
14.45942061,120.9596904,0,6.310177326,6
14.45927387,120.9595965,0,6.4934659,6
14.56089139,121.0134338,0,22.42311859,7
14.58104628,121.0331373,0,10.93452549,8
14.55686701,121.0056237,0,7.753054619,7
14.5627268,120.9951814,0,9.298469543,7
14.56272161,120.9953074,0,9.298469543,7
14.73533959,120.9492002,0,5.212557316,10
14.73513985,120.9494014,0,5.235510349,10
14.70823066,120.9437285,0,3.109065771,10
14.71087685,120.9440289,0,3.35215807,10
14.71123745,120.9416203,0,3.231952667,10
14.43296249,120.9851779,0,17.18009758,7
14.46478906,120.9842004,0,9.64993763,6
14.56681532,121.133025,0,14.08645916,14
14.67749104,120.9621929,0,4.976372242,9
14.67623521,120.9628902,0,5.717490196,9
14.67671263,120.9629439,0,5.533730507,9
14.65398715,120.9889908,0,24.53862762,9
14.6863504,121.0897453,0,89.5149231,14
14.56686205,121.1329231,0,14.08645916,14
14.56655592,121.1344121,0,14.87422466,15
14.72120554,121.1362759,0,19.22249222,21
14.63252409,121.1226183,0,20.36778069,15
14.63300818,121.0168341,0,15.48147774,8
14.71535897,120.9523292,0,4.638145447,10
14.71536935,120.9523399,0,4.638145447,10
14.72185927,121.1307708,0,16.04169655,20
14.64499803,120.9570323,0,5.576674938,9
14.63449554,121.0091986,0,12.5449791,8
14.63785157,120.9738413,0,7.251893997,8
14.7185091,121.1356728,0,18.17665291,21
14.69196007,120.9966771,0,20.37641144,10
14.65295922,121.096949,0,10.24278831,13
14.65176293,121.0977403,0,11.18431568,13
14.548539,121.0891794,0,6.667830467,11
14.61066001,120.9872903,0,8.624105453,8
14.68471453,121.0257286,0,35.59765625,10
14.57464229,121.0092495,0,8.035377502,7
14.57530424,121.0098799,0,8.035377502,8
14.57574554,121.0094051,0,7.891311169,8
14.7519308,120.9542645,0,7.123745918,11
14.75236137,120.952226,0,6.696405411,11
14.35745319,121.0572052,0,11.54575443,12
14.62353318,121.1178549,0,14.43037128,14
14.57479804,120.9834628,0,11.95474815,8
14.62154625,121.1104721,0,12.86056519,14
14.61172899,121.023315,0,11.49184036,8
14.40675203,120.9438237,0,20.75989914,7
14.42190457,120.946237,0,15.28436947,6
14.45863466,120.9591467,0,6.246780396,6
14.66451206,121.0389362,0,41.63942719,9
14.66473002,121.0402988,0,41.97595978,9
14.59210079,121.0839157,0,10.50982189,11
14.52805462,121.0227297,0,10.81763935,7
14.59237334,121.0840205,0,10.50982189,11
14.59180488,121.0842644,0,10.50982189,11
14.59466354,121.1155723,0,11.19016552,13
14.44946124,120.9439163,0,6.441751003,6
14.46614089,121.0344194,0,27.06069374,8
14.75216092,120.952374,0,6.696405411,11
14.67215993,120.9683785,0,8.353805542,9
14.36825074,121.054826,0,10.5946703,11
14.57872145,121.1216673,0,12.28799057,14
14.64112816,121.0732883,0,58.61140442,10
14.6199023,121.121044,0,13.4790678,14
14.66103754,120.9748046,0,16.014534,9
14.55389717,121.0054628,0,6.974482059,7
14.63653547,121.0132089,0,15.13810349,8
14.66414878,121.1078797,0,17.13321686,14
14.67305512,121.0250527,0,33.3223114,9
14.43034161,121.013403,0,35.48998642,8
14.68285158,121.0333626,0,43.41870499,10
14.68297613,121.0332982,0,43.65406418,10
14.70503963,121.0782681,0,69.3835907,14
14.70948522,121.0474565,0,43.3300705,12
14.60930258,120.9872447,0,9.080216408,8
14.62488259,121.00619,0,15.95922184,8
14.70502925,121.0782574,0,69.3835907,14
14.58247916,120.984761,0,10.0827713,8
14.58007024,120.987867,0,9.659277916,8
14.75267967,120.9491017,0,6.006650448,11
14.75255517,120.9521809,0,6.804699421,11
14.75257499,120.9505554,0,6.439040184,11
14.67108622,121.1064202,0,18.46523666,14
14.59447665,121.0223495,0,9.85855484,8
14.68290017,120.937559,0,6.482953548,9
14.62413963,120.98696,0,6.8077631,8
14.44385605,120.924878,0,6.837001324,6
14.57516147,121.0926206,0,7.539059639,11
14.52596257,121.0744821,0,5.989719391,9
14.52637021,121.0745116,0,5.989719391,9
14.61932613,120.9818481,0,6.376914024,8
14.62183843,120.9820627,0,6.28364563,8
14.61069376,120.9866117,0,8.884080887,8
14.57624612,121.0426057,0,21.08017921,8
14.72022664,121.1278858,0,16.16668701,20
14.72391033,121.1347576,0,18.77761078,21
14.57812855,121.107633,0,8.479595184,12
14.58912432,120.9823738,0,9.296953201,8
14.61655425,121.1198236,0,13.45850372,14
14.58969798,120.9816121,0,9.318847656,8
14.61102338,120.9901683,0,7.463352203,8
14.62079904,121.0998996,0,14.37593174,12
14.62083018,121.0998675,0,14.37593174,12
14.80635817,120.9392879,0,0,0
14.70418164,121.0693686,0,58.38980103,13
14.61517329,121.1154006,0,11.86310673,13
14.57645416,121.1057994,0,7.803693771,12
14.70469458,121.0711764,0,60.37742615,13
14.70504741,121.0702537,0,58.45921707,13
14.70604957,121.0715894,0,58.78779984,13
14.70533353,121.0712139,0,59.5953064,13
14.70479391,121.0711281,0,60.37742615,13
14.70425428,121.070935,0,59.29766846,13
14.70357974,121.0710745,0,61.06370544,13
14.70201274,121.0705487,0,60.6513443,13
14.70383918,121.0703342,0,60.05312347,13
14.70565523,121.0702054,0,58.45921707,13
14.70493919,121.0698943,0,57.47081757,13
14.67020834,121.0423377,0,41.92239761,10
14.61038749,121.0215609,0,11.063591,8
14.58801854,121.1311291,0,20.52140236,15
14.65702054,120.9970801,0,24.0500412,9
14.55947394,121.0033782,0,6.909056664,7
14.66873641,120.967501,0,8.432435989,9
14.4492135,120.9234135,0,6.188603401,6
14.7604055,120.9484879,0,6.594423771,11
14.75889078,120.9493645,0,6.672382832,11
14.45903418,120.9594298,0,6.246780396,6
14.64421578,121.0641574,0,60.01411819,10
14.59401875,121.1038837,0,10.02947998,12
14.59223293,121.1041465,0,10.69353199,12
14.63939001,121.0225479,0,23.52004623,8
14.55659102,121.1111011,0,7.087792873,13
14.47436079,121.0094695,0,14.45860863,7
14.55787496,121.0020935,0,7.524087906,7
14.55876802,121.0041319,0,7.287871361,7
14.56037239,121.0024797,0,6.706894398,7
14.56563694,121.1145779,0,5.497681141,13
14.56168559,121.1178072,0,5.882544041,13
14.56497477,121.1138751,0,5.482273579,13
14.62625046,121.1176805,0,15.03403091,15
14.47360504,121.0098718,0,14.45860863,7
14.47267138,121.0091825,0,14.39917183,7
14.55805141,121.0090235,0,10.67873287,7
14.55838371,121.0087982,0,10.91731644,7
14.55704412,121.009399,0,11.55380344,7
14.53255619,121.0780428,0,4.913751602,10
14.68354175,121.1344336,0,53.46020508,19
14.56587899,121.131916,0,11.41806412,14
14.57173504,121.0845681,0,6.92651701,11
14.7661429,120.9404401,0,5.968747139,11
14.538533,121.0666917,0,7.365111828,9
14.53563029,121.046543,0,28.82854843,8
14.58212335,121.1103435,0,10.35613155,13
14.56718201,121.1314726,0,11.80852318,14
14.54775117,120.9989645,0,9.779946327,7
14.55182966,121.1241929,0,5.245910168,13
14.57665677,121.0913814,0,7.402071476,11
14.62380569,121.1069463,0,12.95182896,13
14.54842714,121.1321896,0,6.824359417,14
14.56929475,121.091478,0,6.080691338,11
14.55186082,121.1240937,0,5.245910168,13
14.55299901,121.1265704,0,6.058778763,14
14.55346891,121.1274099,0,6.626459599,14
14.56682519,121.1330228,0,14.08645916,14
14.54287401,121.0532592,0,26.30168343,8
14.3482616,121.0829536,0,7.088514805,14
14.3482668,121.0829482,0,7.088514805,14
14.54183492,121.0813542,0,6.058609962,10
14.57980287,121.0324292,0,7.150133133,8
14.50261227,121.0415857,0,30.18529129,7
14.55456211,121.1052404,0,7.082065105,12
14.56690898,121.0403095,0,8.551278114,8
14.58016889,121.1001764,0,7.345131874,12
14.59290782,121.1068244,0,10.51613998,12
14.54726833,121.0870613,0,6.613602161,11
14.5761827,121.0326218,0,6.281288624,8
14.57510281,121.0316133,0,6.161458969,8
14.60100464,121.0360529,0,22.09275246,8
14.56684292,121.1312508,0,11.80852318,14
14.43460372,121.0455988,0,10.81764221,9
14.43436864,121.0452072,0,10.38068962,9
14.54042935,121.0135111,0,12.167449,7
14.62814716,121.0816008,0,12.46658134,11
14.6366677,121.1215295,0,19.12577629,15
14.63638224,121.1214919,0,18.36024284,15
14.63319015,121.1216153,0,19.14851761,15
14.51441185,120.998628,0,7.296202183,6
14.56708855,121.1314404,0,11.80852318,14
14.57943686,121.0032521,0,6.480381012,8
14.69705253,120.9536434,0,4.671878815,9
14.642691,121.0580228,0,57.56728363,9
14.64640714,121.0589992,0,60.97551346,10
14.63905784,121.0581194,0,53.26542282,9
14.6471649,121.0574971,0,59.42605209,9
14.58900973,121.0992859,0,10.28376484,12
14.63107246,121.0577868,0,45.55882645,9
14.63382338,121.0565959,0,46.35443878,9
14.56995275,121.0332419,0,8.073208809,8
14.5959406,121.0991786,0,10.68148899,12
14.5898667,121.0951285,0,10.35624695,12
14.75219204,120.9523311,0,6.696405411,11
14.60176515,120.9968041,0,7.311205864,8
14.57551516,120.9899913,0,8.489796638,8
14.55948952,121.1004232,0,6.716774464,12
14.471264,120.9764782,0,7.657623291,6
14.5579786,121.0828923,0,6.48095274,10
14.55567325,121.0888441,0,6.228888512,11
14.55580306,121.0887744,0,6.228888512,11
14.55577191,121.0886402,0,6.228888512,11
14.62880421,121.1226104,0,22.16295242,15
14.62862773,121.1237262,0,23.89470673,15
14.55565768,121.0887904,0,6.228888512,11
14.54435388,121.1139201,0,6.290822506,13
14.5574438,121.0098343,0,12.58639145,7
14.5579786,121.0102044,0,15.43967819,7
14.61694875,120.9720634,0,7.605848312,8
14.61785195,120.9722029,0,7.39300251,8
14.55532774,121.078548,0,7.428946495,10
14.55650378,121.0790764,0,7.312886715,10
14.61414571,121.1240588,0,17.89459801,14
14.60809979,120.9909277,0,8.247900009,8
14.55017356,121.0835413,0,6.557936192,11
14.58915199,120.9811562,0,9.393705368,8
14.63255173,121.1116456,0,12.81340122,14
14.67138101,120.99288,0,18.52202225,9
14.54865739,121.0901717,0,6.7408638,11
14.55772937,121.0903595,0,5.982878208,11
14.54813399,121.0749798,0,6.113438606,9
14.55520704,121.0994491,0,6.111954212,11
14.55558088,121.1004442,0,6.187858582,12
14.5559729,121.1006132,0,6.291687489,12
14.55570809,121.1018711,0,6.487301826,12
14.55523819,121.0986659,0,6.111954212,11
14.55597809,121.0990199,0,6.088118076,11
14.55560684,121.0987973,0,6.088118076,11
14.55483839,121.0994544,0,6.111954212,11
14.50988852,121.0728179,0,2.601126432,9
14.54641734,121.0583796,0,15.1578083,9
14.61476342,121.0968773,0,14.74973011,12
14.58170042,121.1105727,0,10.01214314,13
14.58266606,121.1105941,0,10.35613155,13
14.58689199,121.1120103,0,11.18603706,13
14.56697907,121.0377051,0,10.73241615,8
14.60824027,121.1066701,0,11.16278648,12
14.58282181,121.1117636,0,10.43599319,13
14.58192885,121.1123858,0,10.0080719,13
14.58130586,121.1112808,0,10.06997204,13
14.5821469,121.110519,0,10.35613155,13
14.58481538,121.1114953,0,10.96191502,13
14.58245951,121.0983091,0,7.405330181,11
14.55056533,121.1010186,0,6.369367599,12
14.55166091,121.0992511,0,6.333878517,11
14.59393934,121.0199221,0,9.969342232,8
14.60098434,121.1048508,0,11.04997158,12
14.53605869,121.0835977,0,5.057844639,11
14.75868169,120.9437178,0,5.582826138,11
14.75823557,120.9439699,0,5.582826138,11
14.75854941,120.9431277,0,5.460700989,11
14.7599111,120.942028,0,5.383453846,11
14.56137274,121.0948652,0,6.148144722,11
14.34805112,121.0841096,0,7.327813625,14
14.52138622,121.0702215,0,5.067986012,9
14.56794997,121.1137913,0,5.441926479,13
14.56804602,121.1133461,0,5.441926479,13
14.55714784,121.0907753,0,6.135381222,11
14.66168367,120.9747671,0,16.14542389,9
14.35716162,121.0647632,0,7.00511837,12
14.55555717,121.1014311,0,6.291687489,12
14.45469227,121.0532056,0,5.784777164,9
14.55441488,121.1009752,0,6.310008049,12
14.55566102,121.101871,0,6.487301826,12
14.55442526,121.1008196,0,6.310008049,12
14.55498603,121.1007338,0,6.310008049,12
14.55575448,121.0985451,0,5.97961998,11
14.56127895,121.094393,0,5.883482933,11
14.53547252,121.0646355,0,7.851855278,9
14.46469141,121.0548373,0,7.793483257,9
14.53047387,121.0695456,0,5.73242712,9
14.54755192,121.0746854,0,5.906449318,9
14.53513154,121.0773508,0,4.809141159,10
14.46157363,121.0474956,0,23.6319561,9
14.58219622,121.1290558,0,18.20678711,14
14.60166503,120.9848155,0,11.71142483,8
14.58963828,120.9821217,0,9.318847656,8
14.67854967,120.9799491,0,15.57628536,9
14.6017525,120.9881627,0,10.92313004,8
14.60153804,121.0044511,0,7.805001736,8
14.60170156,121.0043626,0,7.520736694,8
14.60180279,121.0053791,0,8.340294838,8
14.60757917,120.990399,0,8.487597466,8
14.60809827,120.9911607,0,7.876957417,8
14.602671,121.0159577,0,13.73983192,8
14.60517312,120.9819554,0,12.05152988,8
14.6024374,120.9817998,0,12.45081997,8
14.60381305,120.9818803,0,12.41322613,8
14.60364953,120.981883,0,12.41322613,8
14.60076845,120.9810139,0,12.38533211,8
14.60340814,120.9874351,0,11.1437521,8
14.60326539,120.9875049,0,11.1437521,8
14.6052406,120.988052,0,10.43208599,8
14.60523281,120.987926,0,10.43208599,8
14.60163797,120.9880869,0,10.92313004,8
14.60175996,120.9881459,0,10.92313004,8
14.60416864,120.9978448,0,6.97969532,8
14.60093749,120.9815671,0,12.065732,8
14.60410668,120.9876611,0,10.81846523,8
14.60523833,120.98794,0,10.43208599,8
14.6016357,120.9880741,0,10.92313004,8
14.60390941,120.997993,0,7.05043745,8
14.56134441,121.0057224,0,6.415253162,7
14.56710238,121.0025306,0,7.664714813,7
14.5539663,120.9972762,0,9.310301781,7
14.60207792,121.0118835,0,13.33633423,8
14.5541662,120.997024,0,9.310301781,7
14.5904131,120.9807967,0,9.461954117,8
14.58941115,120.9809978,0,9.393705368,8
14.58262842,120.984482,0,10.0827713,8
14.60149132,121.0124494,0,13.69859982,8
14.60319401,120.9850426,0,11.65756893,8
14.60330562,120.9847315,0,11.65756893,8
14.60299415,120.9850721,0,11.65756893,8
14.6047176,120.9854154,0,11.41763687,8
14.60451255,120.985394,0,11.41763687,8
14.63590343,120.9823523,0,12.63520622,8
14.63624599,120.9823309,0,12.63520622,8
14.60355479,120.9851767,0,11.65756893,8
14.41379594,121.0501839,0,6.111935139,10
14.41283995,121.0483492,0,11.22259331,10
14.33964355,121.0936748,0,8.753004074,15
14.41808837,121.0024594,0,37.21084976,8
14.53190189,121.0073666,0,8.225147247,6
14.6200658,120.9932162,0,8.279605865,8
14.7145607,121.1317621,0,15.75850296,20
14.55457093,121.0786325,0,7.428946495,10
14.52262217,121.0171352,0,15.26348782,7
14.33027264,121.0871463,0,12.29741669,15
14.32815205,121.0782306,0,13.95526123,14
14.32623934,121.0787027,0,14.17152596,14
14.33129915,121.0854565,0,12.58471203,15
14.46970265,121.0566366,0,10.28462505,9
14.44036184,121.0071546,0,27.60730743,7
14.47134232,120.9828645,0,8.708868027,6
14.59859326,121.0231414,0,11.02161598,8
14.67957715,120.9743057,0,12.37785244,9
14.69252764,120.9653974,0,9.905096054,10
14.51693184,121.0761412,0,5.027228832,10
14.73422935,121.0107999,0,38.44636536,12
14.71751293,121.0444509,0,43.171978,13
14.48407104,120.9945725,0,5.054119587,6
14.53461126,121.1381179,0,3.430921078,15
14.53454376,121.138193,0,3.430921078,15
14.64252232,121.1007772,0,14.66657066,13
14.56860319,121.0044119,0,7.845067978,7
14.57920064,121.0784505,0,11.21331978,10
14.58354085,121.0775171,0,11.39698124,10
14.60212464,120.9653606,0,9.97808075,8
14.6027904,120.9641482,0,8.465229988,8
14.60228427,120.9644701,0,9.195606232,8
14.57351449,121.01115,0,8.102293968,7
14.56707772,121.0077555,0,7.197424412,7
14.56710887,121.0072298,0,7.157335281,7
14.56714521,121.0065217,0,7.157335281,7
14.56819399,121.0076429,0,6.851572514,7
14.56836013,121.0081793,0,6.851572514,7
14.56959581,121.007482,0,7.162424088,7
14.569087,121.0071547,0,7.497924328,7
14.5690247,121.0078789,0,7.162424088,7
14.56877548,121.0059799,0,7.895240784,7
14.56802265,121.0060979,0,7.571494102,7
14.56860934,121.0071011,0,7.24331522,7
14.56722309,121.0044457,0,7.393219948,7
14.56718156,121.0060443,0,7.223805428,7
14.56846656,121.0094319,0,7.932880402,7
14.56834715,121.0087614,0,7.11424017,7
14.56754759,121.0089277,0,7.682200909,7
14.56852887,121.0087024,0,7.11424017,7
14.67582006,121.0600289,0,56.13411713,11
14.63727466,121.0192266,0,19.79105186,8
14.63391131,121.0233358,0,27.41835403,8
14.5677345,121.0101132,0,8.868468285,7
14.56809794,121.0097913,0,7.932880402,7
14.56871059,121.0106604,0,8.20117569,7
14.56708031,121.0107569,0,8.868468285,7
14.56716338,121.0111325,0,9.022623062,7
14.56687263,121.0113041,0,9.022623062,7
14.56688302,121.0106497,0,8.868468285,7
14.5668311,121.011626,0,9.022623062,7
14.56735029,121.0119371,0,9.022623062,7
14.56796295,121.0122482,0,8.996781349,7
14.56851329,121.012495,0,8.996781349,7
14.56816024,121.0132246,0,9.61463356,7
14.56859636,121.0091154,0,7.11424017,7
14.56699724,121.0089223,0,7.682200909,7
14.56697647,121.0091583,0,8.624632835,7
14.56697647,121.0097806,0,8.624632835,7
14.56731914,121.0105316,0,8.868468285,7
14.56894941,121.0102205,0,8.20117569,7
14.56948937,121.010478,0,8.20117569,7
14.56875212,121.0119693,0,8.453806877,7
14.56846137,121.0111432,0,8.565776825,7
14.61466201,120.9928702,0,7.548391819,8
14.56330052,121.0068999,0,7.054143906,7
14.55895473,121.0149573,0,41.61290741,7
14.47975794,121.0471424,0,35.30600357,8
14.4810097,121.0485854,0,29.96895218,8
14.67173406,121.0521117,0,50.259655,10
14.5606266,121.0111298,0,15.41446877,7
14.59455177,121.0235651,0,10.10159492,8
14.57238644,120.9981667,0,7.37610054,7
14.64361697,120.9860216,0,19.95274544,8
14.6439699,120.9858875,0,20.10821342,8
14.64333151,120.9860645,0,19.95274544,8
14.6433367,120.9861718,0,19.95274544,8
14.64340417,120.9861289,0,19.95274544,8
14.56435711,121.0052852,0,6.428697586,7
14.56437009,121.0052745,0,6.428697586,7
14.6178234,120.9727274,0,7.39300251,8
14.57834141,121.0310613,0,6.580238342,8
14.46538252,120.9676485,0,7.57767725,6
14.46425015,120.9681098,0,7.533710003,6
14.55719977,121.0802852,0,6.792644024,10
14.56457647,120.9993897,0,9.038586617,7
14.56448431,120.9993897,0,9.038586617,7
14.52962484,121.0162179,0,8.973972321,7
14.56459075,120.9993897,0,9.038586617,7
14.63298254,120.9981345,0,16.63764763,8
14.64844035,121.0692345,0,65.73006439,11
14.57103656,121.0938518,0,5.92894125,11
14.57661257,121.0986798,0,5.732664108,11
14.57511734,121.0938142,0,7.399725437,11
14.57534578,121.0960995,0,6.843884468,11
14.57548076,121.0980253,0,6.069364071,11
14.57534578,121.0895495,0,7.213404655,11
14.57373632,121.0888736,0,6.764596462,11
14.57376747,121.0909121,0,7.034935951,11
14.57616608,121.0908584,0,7.571953297,11
14.57520041,121.0917704,0,7.597962856,11
14.57332097,121.0938518,0,6.572137356,11
14.57225146,121.0951822,0,5.98527813,11
14.57236568,121.099817,0,5.287692547,11
14.57343519,121.0999565,0,5.276243687,11
14.5750135,121.0988836,0,5.53674078,11
14.57565728,121.0993879,0,5.599237919,11
14.57631145,121.0851292,0,7.481874943,11
14.57563652,121.0870604,0,6.786187649,11
